kernel_str,learned_kernel,mse,lml,std,R2_tr,R2,R2_test
"RBF(length_scale=1) + RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1)","RBF(length_scale=1e+05) + RBF(length_scale=31.2) * ExpSineSquared(length_scale=1e+05, periodicity=0.229) + RationalQuadratic(alpha=437, length_scale=1e+05)",26.4617,289.9036,5.1441,0.9998,0.5353,-1.1239
"RBF(length_scale=1) + RBF(length_scale=1) * Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1)","RBF(length_scale=31.4) + RBF(length_scale=3.22) * Matern(length_scale=0.0538, nu=1.5) * WhiteKernel(noise_level=1e-05)",28.4364,289.0396,5.3326,0.9998,0.9451,0.7497
"RBF(length_scale=1) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * 1**2","RBF(length_scale=5.6e+04) * RBF(length_scale=31.2) + ExpSineSquared(length_scale=143, periodicity=0.0175) * 0.889**2",26.4647,290.0342,5.1444,0.9998,0.6237,-0.7197
"1**2 * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","0.00316**2 * RBF(length_scale=0.00801) + ExpSineSquared(length_scale=4.7, periodicity=78.6) + RBF(length_scale=1e+05)",23.5655,314.9386,4.8544,0.9998,0.9998,0.9998
"WhiteKernel(noise_level=1) + RBF(length_scale=1) * Matern(length_scale=1, nu=1.5) + RBF(length_scale=1)","WhiteKernel(noise_level=1e-05) + RBF(length_scale=1e+05) * Matern(length_scale=1e+05, nu=1.5) + RBF(length_scale=31.2)",26.4599,289.9035,5.1439,0.9998,0.5966,-0.8437
"RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","RationalQuadratic(alpha=1.62e+03, length_scale=1e+05) + RBF(length_scale=9.06e+04) * ExpSineSquared(length_scale=1e+05, periodicity=0.656) + RBF(length_scale=31.2)",26.4616,289.9036,5.1441,0.9998,0.5353,-1.1239
"Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1)","Matern(length_scale=1e+05, nu=1.5) + RBF(length_scale=31.2) * RationalQuadratic(alpha=53.6, length_scale=4.17e+03) + RBF(length_scale=1e+05)",26.4617,289.9036,5.1441,0.9998,0.5353,-1.1239
"RationalQuadratic(alpha=1, length_scale=1) * RBF(length_scale=1) + DotProduct(sigma_0=1) * RBF(length_scale=1)","RationalQuadratic(alpha=4.64, length_scale=1.85e+04) * RBF(length_scale=31.5) + DotProduct(sigma_0=4.35e-05) * RBF(length_scale=1e+05)",28.7469,285.4299,5.3616,0.9998,-0.5776,-6.2120
RBF(length_scale=1) + RBF(length_scale=1) * 1**2 + WhiteKernel(noise_level=1),RBF(length_scale=31.2) + RBF(length_scale=8.59e+04) * 0.878**2 + WhiteKernel(noise_level=1e-05),26.4724,289.9132,5.1451,0.9998,0.6258,-0.7102
1**2 + RBF(length_scale=1) + RBF(length_scale=1) * WhiteKernel(noise_level=1),0.878**2 + RBF(length_scale=31.2) + RBF(length_scale=0.000147) * WhiteKernel(noise_level=1e-05),26.4724,289.9132,5.1451,0.9998,0.6258,-0.7102
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * RBF(length_scale=1) * RBF(length_scale=1)","ExpSineSquared(length_scale=4.7, periodicity=78.6) + 0.00316**2 * RBF(length_scale=0.0376) * RBF(length_scale=193)",23.5714,315.0345,4.8550,0.9998,0.9998,0.9998
"WhiteKernel(noise_level=1) * Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) * RBF(length_scale=1)","WhiteKernel(noise_level=1e-05) * Matern(length_scale=1, nu=1.5) + RBF(length_scale=44.4) * RBF(length_scale=44.4)",28.4364,289.0396,5.3326,0.9998,0.9451,0.7497
"RBF(length_scale=1) + 1**2 * RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1)","RBF(length_scale=1e+05) + 0.00316**2 * RationalQuadratic(alpha=1e-05, length_scale=2.69e+04) + RBF(length_scale=31.2)",26.4537,290.0170,5.1433,0.9998,0.5965,-0.8440
"1**2 + RBF(length_scale=1) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","0.00316**2 + RBF(length_scale=32.9) * RBF(length_scale=99) + ExpSineSquared(length_scale=1e+05, periodicity=1e+05)",26.4536,290.0170,5.1433,0.9998,0.5965,-0.8439
"ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) * RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1)","ExpSineSquared(length_scale=0.999, periodicity=1) * RBF(length_scale=44.2) * RBF(length_scale=44.2) + RationalQuadratic(alpha=0.00684, length_scale=1e+05)",26.4532,290.0170,5.1433,0.9998,0.5965,-0.8438
"RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1) * RBF(length_scale=1) + RBF(length_scale=1)","RationalQuadratic(alpha=0.0502, length_scale=1e+05) + WhiteKernel(noise_level=1e-05) * RBF(length_scale=1.21e+03) + RBF(length_scale=31.2)",26.4599,289.9035,5.1439,0.9998,0.5966,-0.8437
"RBF(length_scale=1) + RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1)","RBF(length_scale=31.2) + RBF(length_scale=1e+05) + RationalQuadratic(alpha=7.42e-05, length_scale=2.18e-05) * WhiteKernel(noise_level=1e-05)",26.4598,289.9035,5.1439,0.9998,0.5966,-0.8437
"RBF(length_scale=1) * RBF(length_scale=1) + Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1)","RBF(length_scale=31.5) * RBF(length_scale=1.05e+03) + Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=1e-05)",28.7238,285.4033,5.3595,0.9998,-0.5403,-6.0414
"RBF(length_scale=1) * 1**2 + RBF(length_scale=1) + Matern(length_scale=1, nu=1.5)","RBF(length_scale=1.98e+04) * 0.00523**2 + RBF(length_scale=31.2) + Matern(length_scale=1e+05, nu=1.5)",26.4535,290.0170,5.1433,0.9998,0.5965,-0.8439
RBF(length_scale=1) * RBF(length_scale=1) * 1**2 + 1**2,RBF(length_scale=29.9) * RBF(length_scale=239) * 0.845**2 + 0.923**2,27.6448,290.0954,5.2578,0.9998,0.6730,-0.4944
RBF(length_scale=1) + RBF(length_scale=1) * RBF(length_scale=1) * WhiteKernel(noise_level=1),RBF(length_scale=31.4) + RBF(length_scale=14.9) * RBF(length_scale=0.116) * WhiteKernel(noise_level=1e-05),28.4364,289.0396,5.3326,0.9998,0.9451,0.7497
"RBF(length_scale=1) * WhiteKernel(noise_level=1) + RationalQuadratic(alpha=1, length_scale=1) * RBF(length_scale=1)","RBF(length_scale=1.25e+04) * WhiteKernel(noise_level=1e-05) + RationalQuadratic(alpha=4.91e+04, length_scale=367) * RBF(length_scale=31.5)",28.4366,289.0396,5.3326,0.9998,0.9451,0.7497
"RBF(length_scale=1) + RBF(length_scale=1) * WhiteKernel(noise_level=1) * RationalQuadratic(alpha=1, length_scale=1)","RBF(length_scale=31.4) + RBF(length_scale=101) * WhiteKernel(noise_level=1e-05) * RationalQuadratic(alpha=2.06e+03, length_scale=27.7)",28.4364,289.0396,5.3326,0.9998,0.9451,0.7497
"RBF(length_scale=1) + Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1)","RBF(length_scale=1e+05) + Matern(length_scale=1e+05, nu=1.5) * RBF(length_scale=31.2) * RationalQuadratic(alpha=16.7, length_scale=6.86e+03)",26.4537,290.0170,5.1433,0.9998,0.5965,-0.8440
"Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1)","Matern(length_scale=3.67e+04, nu=1.5) * RBF(length_scale=31.2) + RationalQuadratic(alpha=0.172, length_scale=1e+05) + RBF(length_scale=8.1e+04)",26.4621,289.9036,5.1441,0.9998,0.5352,-1.1240
"RBF(length_scale=1) * Matern(length_scale=1, nu=1.5) + 1**2 + RBF(length_scale=1)","RBF(length_scale=31.2) * Matern(length_scale=2.92e+04, nu=1.5) + 0.00316**2 + RBF(length_scale=4.81e+04)",26.4532,290.0170,5.1433,0.9998,0.5965,-0.8439
"RBF(length_scale=1) * RBF(length_scale=1) + DotProduct(sigma_0=1) + RationalQuadratic(alpha=1, length_scale=1)","RBF(length_scale=44.5) * RBF(length_scale=44.5) + DotProduct(sigma_0=0.00326) + RationalQuadratic(alpha=0.197, length_scale=3.09e+04)",27.4825,285.1400,5.2424,0.9998,-0.3278,-5.0698
WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) * RBF(length_scale=1) * RBF(length_scale=1),WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=0.986) * RBF(length_scale=66) * RBF(length_scale=9e+04),53.9768,265.3850,7.3469,0.9996,0.1452,-2.9063
1**2 * RBF(length_scale=1) * DotProduct(sigma_0=1) + RBF(length_scale=1),0.00564**2 * RBF(length_scale=1e+05) * DotProduct(sigma_0=0.432) + RBF(length_scale=31.5),27.7843,289.9787,5.2711,0.9998,-0.0047,-3.5928
1**2 + RBF(length_scale=1) + RBF(length_scale=1) * RBF(length_scale=1),0.00316**2 + RBF(length_scale=7.29e+04) + RBF(length_scale=1e+05) * RBF(length_scale=31.2),26.4537,290.0170,5.1433,0.9998,0.5965,-0.8440
RBF(length_scale=1) * RBF(length_scale=1) + RBF(length_scale=1) * WhiteKernel(noise_level=1),RBF(length_scale=668) * RBF(length_scale=31.5) + RBF(length_scale=4.14e-05) * WhiteKernel(noise_level=1e-05),28.4364,289.0396,5.3326,0.9998,0.9451,0.7497
WhiteKernel(noise_level=1) + RBF(length_scale=1) * 1**2 * RBF(length_scale=1),WhiteKernel(noise_level=1e-05) + RBF(length_scale=33.3) * 1.25**2 * RBF(length_scale=9.04e+04),27.7235,289.3238,5.2653,0.9998,0.8647,0.3820
"RBF(length_scale=1) + 1**2 * RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1)","RBF(length_scale=31.2) + 0.00316**2 * RBF(length_scale=4.2e+03) + RationalQuadratic(alpha=2.33e+04, length_scale=7.24e+04)",26.4537,290.0170,5.1433,0.9998,0.5965,-0.8440
"RationalQuadratic(alpha=1, length_scale=1) + RationalQuadratic(alpha=1, length_scale=1) * RBF(length_scale=1) + RBF(length_scale=1)","RationalQuadratic(alpha=0.000434, length_scale=1e+05) + RationalQuadratic(alpha=0.663, length_scale=4.72e+03) * RBF(length_scale=31.2) + RBF(length_scale=1e+05)",26.4615,289.9036,5.1441,0.9998,0.5353,-1.1239
1**2 + WhiteKernel(noise_level=1) + RBF(length_scale=1) * RBF(length_scale=1),0.878**2 + WhiteKernel(noise_level=1e-05) + RBF(length_scale=31.2) * RBF(length_scale=8.08e+04),26.4725,289.9132,5.1451,0.9998,0.6258,-0.7102
"ExpSineSquared(length_scale=1, periodicity=1) * RationalQuadratic(alpha=1, length_scale=1) * RBF(length_scale=1) + RBF(length_scale=1)","ExpSineSquared(length_scale=102, periodicity=1.68e+03) * RationalQuadratic(alpha=0.0499, length_scale=6.22e+03) * RBF(length_scale=31.2) + RBF(length_scale=1e+05)",26.4537,290.0170,5.1433,0.9998,0.5965,-0.8440
"RBF(length_scale=1) + WhiteKernel(noise_level=1) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=31.2) + WhiteKernel(noise_level=1e-05) * RBF(length_scale=136) + ExpSineSquared(length_scale=3.05e+03, periodicity=2.37e+04)",26.4599,289.9035,5.1439,0.9998,0.5966,-0.8437
"RBF(length_scale=1) * RBF(length_scale=1) * WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5)","RBF(length_scale=0.000213) * RBF(length_scale=0.0127) * WhiteKernel(noise_level=1e-05) + Matern(length_scale=68.3, nu=1.5)",41.8506,273.3864,6.4692,0.9997,0.8290,0.2193
RBF(length_scale=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1) + DotProduct(sigma_0=1),RBF(length_scale=37.2) * RBF(length_scale=59.2) + WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=0.00122),28.7650,285.3302,5.3633,0.9998,-0.5985,-6.3071
"RBF(length_scale=1) + 1**2 * RBF(length_scale=1) * Matern(length_scale=1, nu=1.5)","RBF(length_scale=1e+05) + 0.841**2 * RBF(length_scale=29.6) * Matern(length_scale=2.64e+04, nu=1.5)",27.6886,290.0910,5.2620,0.9998,0.6605,-0.5515
DotProduct(sigma_0=1) * RBF(length_scale=1) + RBF(length_scale=1),DotProduct(sigma_0=0.00201) * RBF(length_scale=1e+05) + RBF(length_scale=31.5),28.7469,285.4299,5.3616,0.9998,-0.5776,-6.2119
"RBF(length_scale=1) + Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) * 1**2","RBF(length_scale=31.2) + Matern(length_scale=1e+05, nu=1.5) + RBF(length_scale=1e+05) * 0.00316**2",26.4536,290.0170,5.1433,0.9998,0.5965,-0.8440
"ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) + RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1)","ExpSineSquared(length_scale=0.00231, periodicity=8.5e+04) + RBF(length_scale=3.78e+04) + RBF(length_scale=3.83e+04) * RationalQuadratic(alpha=1e-05, length_scale=2.62e+04)",26.4616,289.9036,5.1441,0.9998,0.5353,-1.1240
"ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) * WhiteKernel(noise_level=1) * RBF(length_scale=1)","ExpSineSquared(length_scale=4.7, periodicity=78.6) + RBF(length_scale=152) * WhiteKernel(noise_level=1e-05) * RBF(length_scale=0.00652)",23.6185,315.0345,4.8599,0.9998,0.9998,0.9998
"RBF(length_scale=1) + 1**2 * RationalQuadratic(alpha=1, length_scale=1) * RBF(length_scale=1)","RBF(length_scale=1e+05) + 0.841**2 * RationalQuadratic(alpha=0.587, length_scale=7.09e+03) * RBF(length_scale=29.6)",27.6891,290.0910,5.2620,0.9998,0.6605,-0.5515
"RBF(length_scale=1) + RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1) * DotProduct(sigma_0=1)","RBF(length_scale=31.5) + RBF(length_scale=1e+05) * RationalQuadratic(alpha=1e-05, length_scale=1e+05) * DotProduct(sigma_0=1.37e-05)",28.7411,285.4172,5.3611,0.9998,-0.5640,-6.1498
"RBF(length_scale=1) + 1**2 * RBF(length_scale=1) + Matern(length_scale=1, nu=1.5)","RBF(length_scale=31.2) + 0.00316**2 * RBF(length_scale=1e+05) + Matern(length_scale=9.75e+04, nu=1.5)",26.4539,290.0170,5.1433,0.9998,0.5965,-0.8440
"RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","RBF(length_scale=1e+05) * ExpSineSquared(length_scale=0.00196, periodicity=1e+05) + RBF(length_scale=1e+05)",26.4537,290.0170,5.1433,0.9998,0.5965,-0.8440
WhiteKernel(noise_level=1) + RBF(length_scale=1) * RBF(length_scale=1) * RBF(length_scale=1),WhiteKernel(noise_level=1e-05) + RBF(length_scale=524) * RBF(length_scale=884) * RBF(length_scale=31.5),28.4364,289.0396,5.3326,0.9998,0.9451,0.7497
"DotProduct(sigma_0=1) + RBF(length_scale=1) + RBF(length_scale=1) * Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=1e-05) + RBF(length_scale=31.4) + RBF(length_scale=3e+04) * Matern(length_scale=1e+05, nu=1.5)",27.4825,285.1400,5.2424,0.9998,-0.3278,-5.0698
"RBF(length_scale=1) + RBF(length_scale=1) * Matern(length_scale=1, nu=1.5) + 1**2","RBF(length_scale=1e+05) + RBF(length_scale=31.2) * Matern(length_scale=3.25e+04, nu=1.5) + 0.00316**2",26.4536,290.0170,5.1433,0.9998,0.5965,-0.8440
"RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) + RBF(length_scale=1)","RBF(length_scale=31.2) * ExpSineSquared(length_scale=1e+05, periodicity=13.1) + WhiteKernel(noise_level=1e-05) + RBF(length_scale=1e+05)",26.4599,289.9035,5.1439,0.9998,0.5966,-0.8437
"RBF(length_scale=1) * WhiteKernel(noise_level=1) * RBF(length_scale=1) + Matern(length_scale=1, nu=1.5)","RBF(length_scale=40.4) * WhiteKernel(noise_level=1e-05) * RBF(length_scale=0.000241) + Matern(length_scale=68.3, nu=1.5)",41.8506,273.3864,6.4692,0.9997,0.8290,0.2193
"RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) * RBF(length_scale=1)","RBF(length_scale=31.4) + ExpSineSquared(length_scale=1e+05, periodicity=2.28) + DotProduct(sigma_0=0.000294) * RBF(length_scale=1e+05)",27.4779,285.1266,5.2419,0.9998,-0.3209,-5.0381
RBF(length_scale=1) + RBF(length_scale=1) * DotProduct(sigma_0=1) * WhiteKernel(noise_level=1),RBF(length_scale=30.1) + RBF(length_scale=0.0153) * DotProduct(sigma_0=1e-05) * WhiteKernel(noise_level=1e-05),1577.6406,8.0832,39.7195,0.9871,0.8146,0.1979
"RBF(length_scale=1) + 1**2 + Matern(length_scale=1, nu=1.5) * RBF(length_scale=1)","RBF(length_scale=31.2) + 0.00316**2 + Matern(length_scale=1e+05, nu=1.5) * RBF(length_scale=1e+05)",26.4537,290.0170,5.1433,0.9998,0.5965,-0.8440
"RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1) * WhiteKernel(noise_level=1)","RBF(length_scale=31.2) + RationalQuadratic(alpha=7.47e+04, length_scale=4.14e+04) + RBF(length_scale=0.0729) * WhiteKernel(noise_level=1e-05)",26.4602,289.9035,5.1439,0.9998,0.5965,-0.8438
RBF(length_scale=1) + RBF(length_scale=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1),RBF(length_scale=1e+05) + RBF(length_scale=31.2) * RBF(length_scale=3.27e+04) + WhiteKernel(noise_level=1e-05),26.4600,289.9035,5.1439,0.9998,0.5966,-0.8437
1**2 * RBF(length_scale=1) + RBF(length_scale=1) * DotProduct(sigma_0=1),0.978**2 * RBF(length_scale=31.3) + RBF(length_scale=1e+05) * DotProduct(sigma_0=4.56e-05),28.5924,285.4319,5.3472,0.9998,-0.5621,-6.1410
"RationalQuadratic(alpha=1, length_scale=1) * DotProduct(sigma_0=1) * RBF(length_scale=1) + RBF(length_scale=1)","RationalQuadratic(alpha=1e-05, length_scale=1e+05) * DotProduct(sigma_0=1e-05) * RBF(length_scale=1e+05) + RBF(length_scale=31.5)",28.7417,285.4172,5.3611,0.9998,-0.5641,-6.1499
"RBF(length_scale=1) + RBF(length_scale=1) + DotProduct(sigma_0=1) * RationalQuadratic(alpha=1, length_scale=1)","RBF(length_scale=34.4) + RBF(length_scale=34.4) + DotProduct(sigma_0=0.00356) * RationalQuadratic(alpha=0.000519, length_scale=1e+05)",32.1206,284.9997,5.6675,0.9997,-0.7290,-6.9040
"RBF(length_scale=1) * RBF(length_scale=1) * Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=2.7e+03) * RBF(length_scale=31.2) * Matern(length_scale=2.71e+04, nu=1.5) + ExpSineSquared(length_scale=1.28e+04, periodicity=0.000351)",26.4528,290.0170,5.1432,0.9998,0.5966,-0.8437
"RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) + RBF(length_scale=1)","RBF(length_scale=48.5) * ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=48.5) + RBF(length_scale=34.3)",28.2030,289.3667,5.3106,0.9998,0.8133,0.1473
"RBF(length_scale=1) * Matern(length_scale=1, nu=1.5) + RBF(length_scale=1)","RBF(length_scale=31.2) * Matern(length_scale=1e+05, nu=1.5) + RBF(length_scale=9.55e+04)",26.4537,290.0170,5.1433,0.9998,0.5965,-0.8440
"DotProduct(sigma_0=1) + RBF(length_scale=1) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=0.00211) + RBF(length_scale=44.5) * RBF(length_scale=44.5) + ExpSineSquared(length_scale=1, periodicity=1)",27.4866,285.1400,5.2428,0.9998,-0.3281,-5.0710
RBF(length_scale=1) * DotProduct(sigma_0=1) + RBF(length_scale=1) + DotProduct(sigma_0=1),RBF(length_scale=1e+05) * DotProduct(sigma_0=0.00111) + RBF(length_scale=31.5) + DotProduct(sigma_0=1e-05),28.7480,285.0834,5.3617,0.9998,-0.5777,-6.2122
"RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1) * RBF(length_scale=1) + DotProduct(sigma_0=1)","RBF(length_scale=31.4) + RationalQuadratic(alpha=1.82, length_scale=1e+05) * RBF(length_scale=5.35e+04) + DotProduct(sigma_0=4.81e-05)",27.4826,285.1400,5.2424,0.9998,-0.3278,-5.0699
"RBF(length_scale=1) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1)","RBF(length_scale=31.5) * RBF(length_scale=548) + ExpSineSquared(length_scale=3.69e+03, periodicity=74.8) + DotProduct(sigma_0=0.000386)",27.4820,285.1400,5.2423,0.9998,-0.3278,-5.0697
"RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1) * RBF(length_scale=1) + WhiteKernel(noise_level=1)","RationalQuadratic(alpha=1e-05, length_scale=1e+05) + RBF(length_scale=6.54e+03) * RBF(length_scale=31.2) + WhiteKernel(noise_level=1e-05)",26.4600,289.9035,5.1439,0.9998,0.5966,-0.8437
"RBF(length_scale=1) + Matern(length_scale=1, nu=1.5) * DotProduct(sigma_0=1) + RBF(length_scale=1)","RBF(length_scale=31.4) + Matern(length_scale=1e+05, nu=1.5) * DotProduct(sigma_0=2.66e-05) + RBF(length_scale=2.02e+03)",27.4708,285.1005,5.2413,0.9998,-0.3071,-4.9749
"RBF(length_scale=1) + RBF(length_scale=1) * Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=1e+05) + RBF(length_scale=1e+05) * Matern(length_scale=1e+05, nu=1.5) + ExpSineSquared(length_scale=0.925, periodicity=0.996)",24.0936,293.3998,4.9085,0.9998,0.9998,0.9997
"RBF(length_scale=1) + 1**2 + RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1)","RBF(length_scale=31.2) + 0.0793**2 + RBF(length_scale=7.25e+04) * RationalQuadratic(alpha=174, length_scale=2.28e+04)",26.4532,290.0165,5.1433,0.9998,0.5958,-0.8470
"RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","RBF(length_scale=40.4) * RationalQuadratic(alpha=1e+05, length_scale=50.5) * ExpSineSquared(length_scale=0.0174, periodicity=7.88e+04) + RBF(length_scale=1e+05)",26.4544,290.0170,5.1434,0.9998,0.5965,-0.8441
RBF(length_scale=1) + RBF(length_scale=1) + 1**2 * WhiteKernel(noise_level=1),RBF(length_scale=31.2) + RBF(length_scale=1e+05) + 0.00316**2 * WhiteKernel(noise_level=1e-05),26.4537,290.0170,5.1433,0.9998,0.5965,-0.8440
"RBF(length_scale=1) + RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1)","RBF(length_scale=1e+05) + RBF(length_scale=31.2) * RationalQuadratic(alpha=0.0113, length_scale=3.32e+04)",26.4536,290.0170,5.1433,0.9998,0.5965,-0.8439
"RBF(length_scale=1) + RBF(length_scale=1) + WhiteKernel(noise_level=1) * ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=1e+05) + RBF(length_scale=31.2) + WhiteKernel(noise_level=1e-05) * ExpSineSquared(length_scale=0.00392, periodicity=1.57e+03)",26.4600,289.9035,5.1439,0.9998,0.5966,-0.8437
"RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) + DotProduct(sigma_0=1)","RBF(length_scale=34.4) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=34.4) + DotProduct(sigma_0=0.00178)",32.1286,285.0074,5.6682,0.9997,-0.7376,-6.9434
"RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1) * RBF(length_scale=1) + DotProduct(sigma_0=1)","RationalQuadratic(alpha=1e-05, length_scale=2.67e+04) + RBF(length_scale=31.4) * RBF(length_scale=1.24e+04) + DotProduct(sigma_0=1e-05)",27.4826,285.1400,5.2424,0.9998,-0.3278,-5.0699
RBF(length_scale=1) * DotProduct(sigma_0=1) + DotProduct(sigma_0=1) * RBF(length_scale=1),RBF(length_scale=66) * DotProduct(sigma_0=0.0137) + DotProduct(sigma_0=0.986) * RBF(length_scale=1e+05),54.5527,264.8187,7.3860,0.9996,0.2236,-2.5480
"ExpSineSquared(length_scale=1, periodicity=1) * RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1) + RBF(length_scale=1)","ExpSineSquared(length_scale=4.7, periodicity=0.497) * RationalQuadratic(alpha=1e-05, length_scale=1e+05) + RBF(length_scale=1e+05) + RBF(length_scale=1e+05)",23.6060,314.9257,4.8586,0.9998,0.9998,0.9998
