kernel_str,learned_kernel,mse,lml,std,R2_tr,R2,R2_test
"ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=8.41e+04, periodicity=324) * RBF(length_scale=145) * RationalQuadratic(alpha=0.0154, length_scale=72.4) + ExpSineSquared(length_scale=0.0294, periodicity=3.09e+04)",2314.8940,242.4027,48.1133,0.9995,0.9575,-3.6480
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1)","ExpSineSquared(length_scale=1.65, periodicity=1.48) + 0.0434**2 * RationalQuadratic(alpha=0.000456, length_scale=9.22e+03) + RBF(length_scale=104)",2285.9651,243.9689,47.8118,0.9995,0.9871,-0.3880
"RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1)","RBF(length_scale=156) + ExpSineSquared(length_scale=0.999, periodicity=0.999) * RationalQuadratic(alpha=0.0135, length_scale=74.5) + RBF(length_scale=156)",2324.2062,246.1540,48.2100,0.9995,0.9692,-2.3604
"RBF(length_scale=1) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1)","RBF(length_scale=131) * RBF(length_scale=418) + ExpSineSquared(length_scale=0.44, periodicity=1.44e+03) + RationalQuadratic(alpha=0.0134, length_scale=74.1)",2324.1536,244.8247,48.2095,0.9995,0.9604,-3.3284
"RationalQuadratic(alpha=1, length_scale=1) * Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","RationalQuadratic(alpha=2.78e+04, length_scale=120) * Matern(length_scale=2.4e+04, nu=1.5) + RBF(length_scale=120) + ExpSineSquared(length_scale=15.8, periodicity=1.03)",2266.4680,268.4851,47.6074,0.9995,0.9923,0.1781
"RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1) * RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=99.5) + RationalQuadratic(alpha=0.00667, length_scale=105) * RationalQuadratic(alpha=0.00667, length_scale=105) + ExpSineSquared(length_scale=0.112, periodicity=1)",2323.0726,244.8082,48.1983,0.9995,0.9607,-3.2923
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1)","ExpSineSquared(length_scale=0.603, periodicity=1) + 11**2 * ExpSineSquared(length_scale=0.369, periodicity=1) + RationalQuadratic(alpha=0.00414, length_scale=85.7)",2413.6246,254.1380,49.1287,0.9994,0.9990,0.9217
"ExpSineSquared(length_scale=1, periodicity=1) * ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1) + RBF(length_scale=1)","ExpSineSquared(length_scale=34.2, periodicity=397) * ExpSineSquared(length_scale=1.82e+03, periodicity=0.00314) * DotProduct(sigma_0=0.126) + RBF(length_scale=785)",3446.7962,259.1821,58.7094,0.9992,0.9978,0.7987
"ExpSineSquared(length_scale=1, periodicity=1) * RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=3.26, periodicity=0.984) * RationalQuadratic(alpha=0.000655, length_scale=1e+05) + RBF(length_scale=130) * ExpSineSquared(length_scale=0.988, periodicity=1)",2267.2968,251.8603,47.6161,0.9995,0.9779,-1.3996
"DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1) * RBF(length_scale=1)","DotProduct(sigma_0=0.0102) + ExpSineSquared(length_scale=7.83e+04, periodicity=7.04e+03) + RationalQuadratic(alpha=0.00333, length_scale=86.7) * RBF(length_scale=7.2e+04)",2442.8045,254.3930,49.4247,0.9994,0.9995,0.9754
"RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=125) + RationalQuadratic(alpha=0.0134, length_scale=74.1) + Matern(length_scale=5.78e+03, nu=1.5) * ExpSineSquared(length_scale=0.439, periodicity=0.999)",2324.1463,244.8247,48.2094,0.9995,0.9604,-3.3284
"ExpSineSquared(length_scale=1, periodicity=1) * Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1)","ExpSineSquared(length_scale=21.5, periodicity=0.252) * Matern(length_scale=176, nu=1.5) + RationalQuadratic(alpha=1e-05, length_scale=1.41e+04)",2193.7298,249.8264,46.8373,0.9995,0.9707,-2.1973
"RBF(length_scale=1) + DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) * ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=17.5) + DotProduct(sigma_0=0.000283) + ExpSineSquared(length_scale=9.99e+04, periodicity=1e+05) * ExpSineSquared(length_scale=34.1, periodicity=9.99e+04)",2175.9292,241.2741,46.6469,0.9995,0.9980,0.8080
"RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) * WhiteKernel(noise_level=1)","RationalQuadratic(alpha=0.312, length_scale=36) + ExpSineSquared(length_scale=606, periodicity=5.77) * RBF(length_scale=0.000412) * WhiteKernel(noise_level=1e-05)",2296.7619,223.3854,47.9245,0.9995,0.7457,-26.9425
"Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) + ExpSineSquared(length_scale=1, periodicity=1) * RationalQuadratic(alpha=1, length_scale=1)","Matern(length_scale=176, nu=1.5) + ExpSineSquared(length_scale=1e+05, periodicity=1.1) + ExpSineSquared(length_scale=0.0192, periodicity=1) * RationalQuadratic(alpha=0.0126, length_scale=76.4)",2319.9298,243.7529,48.1656,0.9995,0.9556,-3.8524
"RationalQuadratic(alpha=1, length_scale=1) * DotProduct(sigma_0=1) + RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1)","RationalQuadratic(alpha=2.66e+04, length_scale=1e+05) * DotProduct(sigma_0=1e-05) + RBF(length_scale=1e+05) * ExpSineSquared(length_scale=329, periodicity=6.12e+03)",6621.1039,236.3772,81.3702,0.9985,0.9990,0.9735
"ExpSineSquared(length_scale=1, periodicity=1) * 1**2 * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","ExpSineSquared(length_scale=1e+05, periodicity=2.24) * 2.54**2 * ExpSineSquared(length_scale=5, periodicity=0.154) + RBF(length_scale=102)",2326.8430,253.6897,48.2374,0.9995,0.9890,-0.1780
"RBF(length_scale=1) + DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1) * RationalQuadratic(alpha=1, length_scale=1)","RBF(length_scale=1.16e+04) + DotProduct(sigma_0=1e-05) * ExpSineSquared(length_scale=1e+05, periodicity=1e+05) * RationalQuadratic(alpha=1e-05, length_scale=4.85e+03)",2631.4326,243.6373,51.2975,0.9994,0.9961,0.6098
"RationalQuadratic(alpha=1, length_scale=1) * RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + ExpSineSquared(length_scale=1, periodicity=1)","RationalQuadratic(alpha=0.0154, length_scale=72.4) * RBF(length_scale=146) * ExpSineSquared(length_scale=1.61, periodicity=9.09e+03) + ExpSineSquared(length_scale=0.0281, periodicity=3.23e+04)",2314.9123,242.4028,48.1135,0.9995,0.9575,-3.6476
"RationalQuadratic(alpha=1, length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) * WhiteKernel(noise_level=1)","RationalQuadratic(alpha=3.86, length_scale=120) * ExpSineSquared(length_scale=20.7, periodicity=0.0344) + RBF(length_scale=159) * WhiteKernel(noise_level=1e-05)",2348.5061,247.8553,48.4614,0.9995,0.9844,-0.6802
"ExpSineSquared(length_scale=1, periodicity=1) + ExpSineSquared(length_scale=1, periodicity=1) * ExpSineSquared(length_scale=1, periodicity=1) * 1**2","ExpSineSquared(length_scale=2.69e+03, periodicity=0.305) + ExpSineSquared(length_scale=0.543, periodicity=6.02e+03) * ExpSineSquared(length_scale=63.9, periodicity=2.85e-05) * 6.17**2",2293.3634,279.8428,47.8891,0.9995,0.9994,0.9590
"RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1)","RBF(length_scale=103) + ExpSineSquared(length_scale=15.9, periodicity=31.7) * RationalQuadratic(alpha=3.13e-05, length_scale=1.92e+04) + WhiteKernel(noise_level=1e-05)",2345.4051,259.0435,48.4294,0.9995,0.9874,-0.3579
"DotProduct(sigma_0=1) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=0.004) * RBF(length_scale=1e+05) + ExpSineSquared(length_scale=655, periodicity=1.96e+04) + ExpSineSquared(length_scale=59.2, periodicity=6.09e+03)",6621.5212,236.0282,81.3727,0.9985,0.9990,0.9735
"Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) * RationalQuadratic(alpha=1, length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1)","Matern(length_scale=192, nu=1.5) + ExpSineSquared(length_scale=1e+05, periodicity=3.12) * RationalQuadratic(alpha=0.013, length_scale=75.6) * ExpSineSquared(length_scale=0.0117, periodicity=7.08e+04)",2315.1392,241.7865,48.1159,0.9995,0.9492,-4.5528
"ExpSineSquared(length_scale=1, periodicity=1) * RationalQuadratic(alpha=1, length_scale=1) * RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1)","ExpSineSquared(length_scale=31.7, periodicity=3.85e+03) * RationalQuadratic(alpha=0.546, length_scale=6.16e+04) * RBF(length_scale=109) + RationalQuadratic(alpha=0.0849, length_scale=49.4)",2277.1244,239.3941,47.7192,0.9995,0.9047,-9.4496
"WhiteKernel(noise_level=1) + RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * ExpSineSquared(length_scale=1, periodicity=1)","WhiteKernel(noise_level=1e-05) + RBF(length_scale=1e+05) + ExpSineSquared(length_scale=3.93e+04, periodicity=0.00109) * ExpSineSquared(length_scale=0.0076, periodicity=1.48e+04)",2276.0196,221.2786,47.7076,0.9995,0.5233,-51.4134
"ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=1e+05, periodicity=1.5) + RBF(length_scale=124) + RationalQuadratic(alpha=0.0139, length_scale=74.2) * ExpSineSquared(length_scale=0.411, periodicity=0.999)",2325.1140,244.5588,48.2194,0.9995,0.9596,-3.4143
"RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1) + 1**2 * ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=76.4) + RationalQuadratic(alpha=388, length_scale=2.86e+03) + 49.2**2 * ExpSineSquared(length_scale=768, periodicity=0.037)",2250.8717,259.7945,47.4434,0.9995,0.9824,-0.9102
"RationalQuadratic(alpha=1, length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1) + RBF(length_scale=1)","RationalQuadratic(alpha=1e-05, length_scale=1e+05) * ExpSineSquared(length_scale=426, periodicity=1e+05) * DotProduct(sigma_0=1.49e-05) + RBF(length_scale=17.5)",2176.1370,241.8081,46.6491,0.9995,0.9976,0.7652
"RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5)","RBF(length_scale=100) * RationalQuadratic(alpha=0.141, length_scale=3.99e+03) + ExpSineSquared(length_scale=3.23, periodicity=1.02) + Matern(length_scale=312, nu=1.5)",2207.6672,258.0429,46.9858,0.9995,0.9845,-0.6769
"ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","ExpSineSquared(length_scale=4.36e+03, periodicity=1e-05) * DotProduct(sigma_0=0.00908) * ExpSineSquared(length_scale=217, periodicity=7.88e+04) + RBF(length_scale=1.64e+03)",6659.1493,237.7545,81.6036,0.9985,0.9990,0.9764
"RationalQuadratic(alpha=1, length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + 1**2 + RBF(length_scale=1)","RationalQuadratic(alpha=0.00759, length_scale=3.34e+03) * ExpSineSquared(length_scale=1.62, periodicity=0.99) + 3.46**2 + RBF(length_scale=90.6)",2253.8692,249.9564,47.4749,0.9995,0.9778,-1.4159
"RBF(length_scale=1) * 1**2 + ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1)","RBF(length_scale=918) * 16.2**2 + ExpSineSquared(length_scale=1.07, periodicity=126) + RationalQuadratic(alpha=47, length_scale=8.66e+04)",2222.1889,261.6801,47.1401,0.9995,0.9996,0.9847
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * RationalQuadratic(alpha=1, length_scale=1) * RBF(length_scale=1)","ExpSineSquared(length_scale=1.61, periodicity=2.91) + 21.7**2 * RationalQuadratic(alpha=0.00743, length_scale=1e+05) * RBF(length_scale=1.24e+03)",2209.5840,268.7454,47.0062,0.9995,0.9996,0.9889
"DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=0.00208) + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1e+05) + ExpSineSquared(length_scale=1, periodicity=1)",6659.9560,237.4079,81.6086,0.9985,0.9990,0.9764
"RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) * RationalQuadratic(alpha=1, length_scale=1)","RBF(length_scale=6.13e+04) + ExpSineSquared(length_scale=243, periodicity=58) + DotProduct(sigma_0=0.0198) * RationalQuadratic(alpha=6.84e+03, length_scale=1e+05)",6590.6366,236.0503,81.1827,0.9985,0.9990,0.9737
"1**2 * RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1)","0.00316**2 * RationalQuadratic(alpha=74.7, length_scale=1.58e-05) + ExpSineSquared(length_scale=20.3, periodicity=1.03) * RBF(length_scale=113)",2345.5779,247.1961,48.4312,0.9995,0.9856,-0.5509
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1)","ExpSineSquared(length_scale=6.53e+04, periodicity=57) + 316**2 * ExpSineSquared(length_scale=4.78e+03, periodicity=0.969) * RBF(length_scale=1.38e+04)",2265.4393,282.5276,47.5966,0.9995,0.9996,0.9901
"WhiteKernel(noise_level=1) + RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * RationalQuadratic(alpha=1, length_scale=1)","WhiteKernel(noise_level=1e-05) + RBF(length_scale=57.5) + ExpSineSquared(length_scale=0.822, periodicity=0.994) * RationalQuadratic(alpha=1e+05, length_scale=1e+05)",2254.6148,233.5820,47.4828,0.9995,0.8963,-10.3733
"ExpSineSquared(length_scale=1, periodicity=1) * RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=0.101, periodicity=1) * RationalQuadratic(alpha=9.45e+04, length_scale=9.03e+03) + ExpSineSquared(length_scale=22.1, periodicity=0.969) + ExpSineSquared(length_scale=22.1, periodicity=0.969)",2344.3751,260.6501,48.4187,0.9995,0.9882,-0.2709
"Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) * ExpSineSquared(length_scale=1, periodicity=1)","Matern(length_scale=145, nu=1.5) + RBF(length_scale=126) * ExpSineSquared(length_scale=44.3, periodicity=0.0109) * ExpSineSquared(length_scale=2.9e+04, periodicity=2.73)",2280.4448,252.4087,47.7540,0.9995,0.9615,-3.2096
"ExpSineSquared(length_scale=1, periodicity=1) * 1**2 * RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=0.0361, periodicity=1e+05) * 10.7**2 * RationalQuadratic(alpha=3.59e-05, length_scale=914) + ExpSineSquared(length_scale=1.61, periodicity=8.59e+04)",2414.9208,254.1454,49.1418,0.9994,0.9990,0.9195
"1**2 * ExpSineSquared(length_scale=1, periodicity=1) + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","5.05**2 * ExpSineSquared(length_scale=1.43, periodicity=1.18e+03) + ExpSineSquared(length_scale=13.1, periodicity=0.969) + RBF(length_scale=150)",2226.4935,278.7326,47.1857,0.9995,0.9988,0.8943
"DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1) + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1)","DotProduct(sigma_0=31.9) * ExpSineSquared(length_scale=197, periodicity=3.47e+04) + ExpSineSquared(length_scale=23.6, periodicity=31) * RBF(length_scale=1e+05)",2590.9513,277.7960,50.9014,0.9994,0.9996,0.9893
"RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=9.37e+04) * RationalQuadratic(alpha=0.577, length_scale=30.5) + RBF(length_scale=9.4e+04) + ExpSineSquared(length_scale=9.3e+04, periodicity=1.03e-05)",2283.4100,232.8829,47.7850,0.9995,0.7875,-22.3441
"ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=0.252, periodicity=9.95e+04) * RBF(length_scale=109) + RationalQuadratic(alpha=0.0849, length_scale=49.4) + WhiteKernel(noise_level=1e-05)",2277.3830,239.3122,47.7219,0.9995,0.9048,-9.4472
"RationalQuadratic(alpha=1, length_scale=1) * RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + ExpSineSquared(length_scale=1, periodicity=1)","RationalQuadratic(alpha=0.00924, length_scale=98.8) * RationalQuadratic(alpha=0.00924, length_scale=98.8) + ExpSineSquared(length_scale=0.0156, periodicity=1) + ExpSineSquared(length_scale=0.0156, periodicity=1)",2312.3213,244.8215,48.0866,0.9995,0.9616,-3.1903
"RBF(length_scale=1) + DotProduct(sigma_0=1) * RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=1e+05) + DotProduct(sigma_0=0.0194) * RationalQuadratic(alpha=1.66, length_scale=6.46e+03) + ExpSineSquared(length_scale=19.4, periodicity=0.0208)",2258.6350,280.2290,47.5251,0.9995,0.9996,0.9897
"DotProduct(sigma_0=1) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=1e-05) * RBF(length_scale=1e+05) + ExpSineSquared(length_scale=8.44e+04, periodicity=0.0133) * ExpSineSquared(length_scale=5.47e+04, periodicity=1.14e+04)",6621.5209,236.3747,81.3727,0.9985,0.9990,0.9735
"ExpSineSquared(length_scale=1, periodicity=1) * ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5) * RBF(length_scale=1)","ExpSineSquared(length_scale=5.78, periodicity=1.67e+04) * ExpSineSquared(length_scale=0.0088, periodicity=9.97e+04) + Matern(length_scale=74.8, nu=1.5) * RBF(length_scale=5.07e+04)",2368.2958,237.8461,48.6651,0.9995,0.8831,-11.8303
"RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=2.3e+04) + ExpSineSquared(length_scale=15.6, periodicity=31.6) + DotProduct(sigma_0=1e-05) * ExpSineSquared(length_scale=1e+05, periodicity=1e+05)",2263.8506,285.2178,47.5799,0.9995,0.9996,0.9901
"RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) * Matern(length_scale=1, nu=1.5)","RationalQuadratic(alpha=0.0849, length_scale=49.4) + ExpSineSquared(length_scale=1.04, periodicity=1) * RBF(length_scale=109) * Matern(length_scale=2.32e+04, nu=1.5)",2277.1151,239.3941,47.7191,0.9995,0.9047,-9.4508
"1**2 + ExpSineSquared(length_scale=1, periodicity=1) * ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","3.45**2 + ExpSineSquared(length_scale=6.21e+03, periodicity=0.000795) * ExpSineSquared(length_scale=1.62, periodicity=95.1) + RBF(length_scale=93.8)",2279.3825,249.9416,47.7429,0.9995,0.9803,-1.1400
"RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1) * DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=1e+05) + RationalQuadratic(alpha=1.41e+03, length_scale=1e+05) * DotProduct(sigma_0=0.0216) + ExpSineSquared(length_scale=1e+05, periodicity=1e-05)",6621.4987,236.0282,81.3726,0.9985,0.9990,0.9735
